compound_id,canonical_smiles,standard_value,standard_units,standard_type,standard_relation,assay_description,assay_type,src_id,doc_id,source_name,assay_class,canon
CHEMBL2172000,Cc1nn(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,8.8,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,Cc1nn(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12
CHEMBL2169908,Cc1noc2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,9.3,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,Cc1noc2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12
CHEMBL2172002,COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)nc1OC,4.2,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)nc1OC
CHEMBL2172003,COc1cc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)ccc1C1CC1,9.0,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,COc1cc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)ccc1C1CC1
CHEMBL2172004,C[C@@H]1CN(c2ccc3c(c2)OCO3)CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1,8.8,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,C[C@@H]1CN(c2ccc3c(c2)OCO3)CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1
CHEMBL2172006,C[C@@H]1CN(c2ccccc2)CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NCC#N,16.0,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,C[C@@H]1CN(c2ccccc2)CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NCC#N
CHEMBL2172007,C[C@@H]1CN(c2ccccc2)CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1,20.0,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,C[C@@H]1CN(c2ccccc2)CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1
CHEMBL2171995,C[C@@H]1CN(c2ccc(S(C)(=O)=O)cc2)CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1,9.4,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,C[C@@H]1CN(c2ccc(S(C)(=O)=O)cc2)CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1
CHEMBL2171993,COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)cc1OC,2.3,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)cc1OC
CHEMBL2171991,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3ccccc3)CC2)CC1,6.9,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3ccccc3)CC2)CC1
CHEMBL2171988,COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1OC,2.2,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1OC
CHEMBL2171987,COc1cccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)c1,5.6,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,COc1cccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)c1
CHEMBL2171986,COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,7.1,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1
CHEMBL2164676,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2ccccc2)CC1,7.7,microL/min/mg,Drug metabolism,=,Metabolic stability of the compound in human liver microsomes assessed as compound turnover after 120 mins,A,1,CHEMBL2169826,Scientific Literature,microsome,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2ccccc2)CC1
CHEMBL2348991,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2F)n(C)n1,9.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 umol/L,A,1,CHEMBL2346507,Scientific Literature,microsome,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2F)n(C)n1
CHEMBL2180604,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,2.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 umol/L,A,1,CHEMBL2346507,Scientific Literature,microsome,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1
CHEMBL2348996,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)n(C)n1,6.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 umol/L,A,1,CHEMBL2346507,Scientific Literature,microsome,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)n(C)n1
CHEMBL2409786,Cc1ccc(Oc2ccc3nc(NC(=O)C4CC4)nn3c2)cc1NC(=O)c1cn(C)nc1C,6.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL2407020,Scientific Literature,microsome,Cc1ccc(Oc2ccc3nc(NC(=O)C4CC4)nn3c2)cc1NC(=O)c1cn(C)nc1C
CHEMBL2409778,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)ccc2F)n(C)n1,10.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL2407020,Scientific Literature,microsome,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)ccc2F)n(C)n1
CHEMBL2348996,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)n(C)n1,6.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL2407020,Scientific Literature,microsome,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)n(C)n1
CHEMBL3142652,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2CCCN2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCCCC1.Cl.Cl,128.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes assessed as compound remaining at 1 umol/L after 15 to 30 mins by LC/MS/MS analysis,A,1,CHEMBL2417358,Scientific Literature,microsome,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2CCCN2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCCCC1.Cl.Cl
CHEMBL3216147,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2C[C@@H]3C[C@@H]3N2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCCCC1.Cl.Cl,72.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes assessed as compound remaining at 1 umol/L after 15 to 30 mins by LC/MS/MS analysis,A,1,CHEMBL2417358,Scientific Literature,microsome,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2C[C@@H]3C[C@@H]3N2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCCCC1.Cl.Cl
CHEMBL3216595,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2C[C@H]3C[C@H]3N2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCCCC1.Cl.Cl,39.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes assessed as compound remaining at 1 umol/L after 15 to 30 mins by LC/MS/MS analysis,A,1,CHEMBL2417358,Scientific Literature,microsome,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2C[C@H]3C[C@H]3N2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCCCC1.Cl.Cl
CHEMBL3087341,Cc1cc(-c2ccc(NC(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,18.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,Cc1cc(-c2ccc(NC(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1
CHEMBL3087340,Cc1cc(-c2ccc(NC(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,106.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,Cc1cc(-c2ccc(NC(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1
CHEMBL3087339,Cc1cc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2)ccn1,91.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,Cc1cc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2)ccn1
CHEMBL3087043,CCCc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,270.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,CCCc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1
CHEMBL3087042,CCc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,371.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,CCc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1
CHEMBL3087041,C=Cc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,193.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,C=Cc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1
CHEMBL3087040,COc1cc(-c2ccnc(C)c2)ccc1NS(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,306.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,COc1cc(-c2ccnc(C)c2)ccc1NS(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
CHEMBL3087038,Cc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,399.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,Cc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1
CHEMBL3087037,Cc1cc(-c2ccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)cc2)ccn1,497.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,Cc1cc(-c2ccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)cc2)ccn1
CHEMBL3087036,O=S(=O)(Nc1ccc(-c2cncnc2)cc1)c1cc(Cl)cc(Cl)c1,45.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,O=S(=O)(Nc1ccc(-c2cncnc2)cc1)c1cc(Cl)cc(Cl)c1
CHEMBL3087355,O=S(=O)(Nc1ccc(-c2ccncc2)cc1)c1cc(Cl)cc(Cl)c1,35.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,O=S(=O)(Nc1ccc(-c2ccncc2)cc1)c1cc(Cl)cc(Cl)c1
CHEMBL3087353,Cc1nccn1-c1ccc(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,22.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,Cc1nccn1-c1ccc(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1
CHEMBL3087351,O=S(=O)(Nc1ccc(-c2cc[nH]n2)cc1)c1cc(Cl)cc(Cl)c1,384.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,O=S(=O)(Nc1ccc(-c2cc[nH]n2)cc1)c1cc(Cl)cc(Cl)c1
CHEMBL3087349,O=S(=O)(Nc1ccc(-c2nnco2)cc1)c1cc(Cl)cc(Cl)c1,94.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,O=S(=O)(Nc1ccc(-c2nnco2)cc1)c1cc(Cl)cc(Cl)c1
CHEMBL3087347,O=S(=O)(Nc1ccc(-c2cnco2)cc1)c1cc(Cl)cc(Cl)c1,32.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 30 mins,A,1,CHEMBL3085750,Scientific Literature,microsome,O=S(=O)(Nc1ccc(-c2cnco2)cc1)c1cc(Cl)cc(Cl)c1
CHEMBL3099950,NC(=O)Nc1ccc(F)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,17.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL3098005,Scientific Literature,microsome,NC(=O)Nc1ccc(F)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2
CHEMBL3099949,NC(=O)Nc1ccccc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,21.5,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL3098005,Scientific Literature,microsome,NC(=O)Nc1ccccc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2
CHEMBL3099947,O=C(Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2)NC1CC1,15.1,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL3098005,Scientific Literature,microsome,O=C(Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2)NC1CC1
CHEMBL3099946,COc1ccc(NC(=O)NC2CC2)c(OC[C@@H](O)CN2CCC3(CC2)Cc2cc(F)ccc2O3)c1,133.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL3098005,Scientific Literature,microsome,COc1ccc(NC(=O)NC2CC2)c(OC[C@@H](O)CN2CCC3(CC2)Cc2cc(F)ccc2O3)c1
CHEMBL3099944,COc1ccc(NC(=O)NC2CC2)c(OC[C@@H](O)CN2CCC3(CC2)Cc2cc(Cl)ccc2O3)c1,114.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL3098005,Scientific Literature,microsome,COc1ccc(NC(=O)NC2CC2)c(OC[C@@H](O)CN2CCC3(CC2)Cc2cc(Cl)ccc2O3)c1
CHEMBL3099941,CNC(=O)Nc1ccc(OC)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,71.2,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL3098005,Scientific Literature,microsome,CNC(=O)Nc1ccc(OC)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2
CHEMBL3099960,CNC(=O)Nc1ccc(OC)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,87.9,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL3098005,Scientific Literature,microsome,CNC(=O)Nc1ccc(OC)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2
CHEMBL3099955,Cc1cc2c(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)cccc2o1,15.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL3098005,Scientific Literature,microsome,Cc1cc2c(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)cccc2o1
CHEMBL3099953,O=c1ccc2cccc(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)c2[nH]1,12.5,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL3098005,Scientific Literature,microsome,O=c1ccc2cccc(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)c2[nH]1
CHEMBL3099952,O=C1CCc2cccc(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)c2N1,65.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL3098005,Scientific Literature,microsome,O=C1CCc2cccc(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)c2N1
CHEMBL3099951,O=C1COc2cccc(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)c2N1,33.7,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL3098005,Scientific Literature,microsome,O=C1COc2cccc(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)c2N1
CHEMBL1683934,O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)CC1,9.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)CC1
CHEMBL3219032,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)cc3)CC2)ccc1O,4.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)cc3)CC2)ccc1O
CHEMBL3219037,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3cc(C#N)ccc3O)CC2)ccc1O,3.7,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3cc(C#N)ccc3O)CC2)ccc1O
CHEMBL3219039,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3cc(O)cc(F)c3)CC2)ccc1O,4.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3cc(O)cc(F)c3)CC2)ccc1O
CHEMBL3219040,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)c(F)c3)CC2)ccc1O,30.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)c(F)c3)CC2)ccc1O
CHEMBL3219041,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3cc(F)c(O)cc3F)CC2)ccc1O,90.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3cc(F)c(O)cc3F)CC2)ccc1O
CHEMBL3219042,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)CC2)ccc1O,24.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)CC2)ccc1O
CHEMBL3219043,Cc1ccc(NC(=O)OC2CCN(CCCCCCCCCNC[C@H](O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)c(-c2ccc(O)c(Cl)c2)c1,19.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,Cc1ccc(NC(=O)OC2CCN(CCCCCCCCCNC[C@H](O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)c(-c2ccc(O)c(Cl)c2)c1
CHEMBL3219044,Cc1ccc(-c2ccc(O)c(Cl)c2)c(NC(=O)OC2CCN(CCCCCCCCCNC[C@H](O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)c1,6.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,Cc1ccc(-c2ccc(O)c(Cl)c2)c(NC(=O)OC2CCN(CCCCCCCCCNC[C@H](O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)c1
CHEMBL3219045,Cc1cc(C)c(NC(=O)OC2CCN(CCCCCCCCCNC[C@H](O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)c(-c2ccc(O)c(Cl)c2)c1,32.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,Cc1cc(C)c(NC(=O)OC2CCN(CCCCCCCCCNC[C@H](O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)c(-c2ccc(O)c(Cl)c2)c1
CHEMBL3219046,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccc(F)cc3-c3ccc(O)c(Cl)c3)CC2)ccc1O,17.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccc(F)cc3-c3ccc(O)c(Cl)c3)CC2)ccc1O
CHEMBL3219047,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3cc(F)ccc3-c3ccc(O)c(Cl)c3)CC2)ccc1O,6.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3cc(F)ccc3-c3ccc(O)c(Cl)c3)CC2)ccc1O
CHEMBL3219048,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)CC2)ccc1O,24.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)CC2)ccc1O
