compound_id,canonical_smiles,standard_value,standard_units,standard_type,standard_relation,assay_description,assay_type,src_id,doc_id,source_name,assay_class,canon
CHEMBL3219049,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)CC2)ccc1O,22.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)CC2)ccc1O
CHEMBL3219050,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)CC2)ccc1O,16.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)CC2)ccc1O
CHEMBL3219051,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CC[C@@H](OC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)C2)ccc1O,51.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CC[C@@H](OC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)C2)ccc1O
CHEMBL3219052,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2C[C@H]3C[C@@]3(COC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)C2)ccc1O,28.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2C[C@H]3C[C@@]3(COC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)C2)ccc1O
CHEMBL3219053,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2C[C@@H]3[C@@H](COC(=O)Nc4ccccc4-c4ccc(O)c(Cl)c4)[C@@H]3C2)ccc1O,13.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2C[C@@H]3[C@@H](COC(=O)Nc4ccccc4-c4ccc(O)c(Cl)c4)[C@@H]3C2)ccc1O
CHEMBL3219054,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2C3CCC2CC(OC(=O)Nc2ccccc2-c2ccc(O)c(Cl)c2)C3)ccc1O,7.8,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2C3CCC2CC(OC(=O)Nc2ccccc2-c2ccc(O)c(Cl)c2)C3)ccc1O
CHEMBL3219055,CS(=O)(=O)Nc1cc([C@@H](O)CNCCc2ccc(OCCN3CCC(OC(=O)Nc4ccccc4-c4ccc(O)c(Cl)c4)CC3)cc2)ccc1O,48.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCc2ccc(OCCN3CCC(OC(=O)Nc4ccccc4-c4ccc(O)c(Cl)c4)CC3)cc2)ccc1O
CHEMBL3219056,CS(=O)(=O)Nc1cc([C@@H](O)CNCCc2ccc(OCCCN3CCC(OC(=O)Nc4ccccc4-c4ccc(O)c(Cl)c4)CC3)cc2)ccc1O,29.0,microL/min/mg,Drug metabolism,=,Drug metabolism of the compound in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58 and UDPGA,A,1,CHEMBL3217601,Scientific Literature,microsome,CS(=O)(=O)Nc1cc([C@@H](O)CNCCc2ccc(OCCCN3CCC(OC(=O)Nc4ccccc4-c4ccc(O)c(Cl)c4)CC3)cc2)ccc1O
CHEMBL3629353,O=C(Nc1ccccc1-c1ccc(O)c(Cl)c1)OC1CCN(CCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)CC1,24.0,microL/min/mg,Drug metabolism,=,"Drug metabolism in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58, UDPGA",A,1,CHEMBL3627605,Scientific Literature,microsome,O=C(Nc1ccccc1-c1ccc(O)c(Cl)c1)OC1CCN(CCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)CC1
CHEMBL3629358,O=c1ccc2c([C@@H](O)CNCCCCCCCCCN3CCC(Cn4cnc(C(O)(c5ccccc5)C5CCCCC5)n4)CC3)ccc(O)c2[nH]1,3.2,microL/min/mg,Drug metabolism,=,"Drug metabolism in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58, UDPGA",A,1,CHEMBL3627605,Scientific Literature,microsome,O=c1ccc2c([C@@H](O)CNCCCCCCCCCN3CCC(Cn4cnc(C(O)(c5ccccc5)C5CCCCC5)n4)CC3)ccc(O)c2[nH]1
CHEMBL3629359,O=c1ccc2c([C@@H](O)CNCCCCCCCCCN3CCC(Cn4cnc([C@](O)(c5ccccc5)C5CCCCC5)n4)CC3)ccc(O)c2[nH]1,4.0,microL/min/mg,Drug metabolism,=,"Drug metabolism in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58, UDPGA",A,1,CHEMBL3627605,Scientific Literature,microsome,O=c1ccc2c([C@@H](O)CNCCCCCCCCCN3CCC(Cn4cnc([C@](O)(c5ccccc5)C5CCCCC5)n4)CC3)ccc(O)c2[nH]1
CHEMBL3629360,O=c1ccc2c([C@@H](O)CNCCc3ccc(CCN4CCC(Cn5cnc([C@](O)(c6ccccc6)C6CCCCC6)n5)CC4)cc3)ccc(O)c2[nH]1,9.0,microL/min/mg,Drug metabolism,=,"Drug metabolism in human liver microsomes assessed as glucuronidation in absence of NADPH and presence of microsomal activator Brij58, UDPGA",A,1,CHEMBL3627605,Scientific Literature,microsome,O=c1ccc2c([C@@H](O)CNCCc3ccc(CCN4CCC(Cn5cnc([C@](O)(c6ccccc6)C6CCCCC6)n5)CC4)cc3)ccc(O)c2[nH]1
CHEMBL4062946,C=CC(=O)N1CCC[C@@H](Nc2ncnc3[nH]ccc23)C1,8.0,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4004825,Scientific Literature,microsome,C=CC(=O)N1CCC[C@@H](Nc2ncnc3[nH]ccc23)C1
CHEMBL4064018,C=CC(=O)N1CC[C@H]2CCN(c3ncnc4[nH]ccc34)[C@H]2C1,12.2,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4004825,Scientific Literature,microsome,C=CC(=O)N1CC[C@H]2CCN(c3ncnc4[nH]ccc34)[C@H]2C1
CHEMBL4085457,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,8.0,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4004825,Scientific Literature,microsome,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C
CHEMBL4060271,Cc1c(N2CC[C@](C)(O)[C@@H]2C)ccc(C#N)c1Cl,24.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 20 mins in presence of NADPH by HPLC analysis,A,1,CHEMBL4011613,Scientific Literature,microsome,Cc1c(N2CC[C@](C)(O)[C@@H]2C)ccc(C#N)c1Cl
CHEMBL4090028,Cc1c(N2CC[C@H](O)[C@@H]2C)ccc(C#N)c1Cl,67.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 20 mins in presence of NADPH by HPLC analysis,A,1,CHEMBL4011613,Scientific Literature,microsome,Cc1c(N2CC[C@H](O)[C@@H]2C)ccc(C#N)c1Cl
CHEMBL4075976,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Cl)C2=O)COc2ccccc21,101.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4020836,Scientific Literature,microsome,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Cl)C2=O)COc2ccccc21
CHEMBL4061975,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Cl)C2=O)COc2ccc(C#N)cc21,27.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4020836,Scientific Literature,microsome,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Cl)C2=O)COc2ccc(C#N)cc21
CHEMBL4069537,CNC(=O)c1ccc2c(c1)OC[C@H](N1CCc3c(nn(Cc4ccccc4)c3Cl)C1=O)C(=O)N2C,13.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4020836,Scientific Literature,microsome,CNC(=O)c1ccc2c(c1)OC[C@H](N1CCc3c(nn(Cc4ccccc4)c3Cl)C1=O)C(=O)N2C
CHEMBL4073321,CN(C)C(=O)c1ccc2c(c1)OC[C@H](N1CCc3c(nn(Cc4ccccc4)c3Cl)C1=O)C(=O)N2C,19.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4020836,Scientific Literature,microsome,CN(C)C(=O)c1ccc2c(c1)OC[C@H](N1CCc3c(nn(Cc4ccccc4)c3Cl)C1=O)C(=O)N2C
CHEMBL4070383,C[C@H]1[C@H](c2ccc(F)cc2)OC(=O)N1c1cccc(C#N)c1,0.0,ml/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4024749,Scientific Literature,microsome,C[C@H]1[C@H](c2ccc(F)cc2)OC(=O)N1c1cccc(C#N)c1
CHEMBL4073142,C[C@@H]1[C@H](c2ccc(F)cc2)OC(=O)N1c1cccc(C#N)c1,21.0,ml/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4024749,Scientific Literature,microsome,C[C@@H]1[C@H](c2ccc(F)cc2)OC(=O)N1c1cccc(C#N)c1
CHEMBL4062788,CC1(C)C(c2ccc(F)cc2)OC(=O)N1c1cccc(C#N)c1,0.0,ml/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4024749,Scientific Literature,microsome,CC1(C)C(c2ccc(F)cc2)OC(=O)N1c1cccc(C#N)c1
CHEMBL4066595,N#Cc1cccc(N2C[C@H](c3ccc(F)cc3)OC2=O)c1,4.0,ml/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4024749,Scientific Literature,microsome,N#Cc1cccc(N2C[C@H](c3ccc(F)cc3)OC2=O)c1
CHEMBL4087912,N#Cc1cccc(N2CC(c3ccc(F)cc3)OC2=O)c1,0.0,ml/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4024749,Scientific Literature,microsome,N#Cc1cccc(N2CC(c3ccc(F)cc3)OC2=O)c1
CHEMBL4104260,O=C1OC(c2ccc(F)cc2)CN1c1cccc(Cl)c1,72.0,ml/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4024749,Scientific Literature,microsome,O=C1OC(c2ccc(F)cc2)CN1c1cccc(Cl)c1
CHEMBL4080025,O=C1OC(c2ccc(F)cc2)CN1c1cccc(F)c1,81.0,ml/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4024749,Scientific Literature,microsome,O=C1OC(c2ccc(F)cc2)CN1c1cccc(F)c1
CHEMBL4085437,O=C1OC(c2ccc(F)cc2)CN1c1ccccc1,45.0,ml/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4024749,Scientific Literature,microsome,O=C1OC(c2ccc(F)cc2)CN1c1ccccc1
CHEMBL4060775,COc1cccc(N2CC(c3ccc(F)cc3)OC2=O)c1,201.0,ml/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4024749,Scientific Literature,microsome,COc1cccc(N2CC(c3ccc(F)cc3)OC2=O)c1
CHEMBL4073202,C[C@@H](COc1cnc(-c2ccc(Oc3cccc(OCC4CC4)c3)cc2)o1)NC(N)=O,47.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes,A,1,CHEMBL4024776,Scientific Literature,microsome,C[C@@H](COc1cnc(-c2ccc(Oc3cccc(OCC4CC4)c3)cc2)o1)NC(N)=O
CHEMBL4082756,Cc1cc(-n2nc(Cc3cc(F)cc(C(F)(F)F)c3)nc2C)ccc1C(N)=O,17.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM after 15 to 30 mins in presence of NADPH by LC/MS/MS analysis,A,1,CHEMBL4033652,Scientific Literature,microsome,Cc1cc(-n2nc(Cc3cc(F)cc(C(F)(F)F)c3)nc2C)ccc1C(N)=O
CHEMBL3114577,NCC(=O)Nc1cncc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1,23.2,microL/min/mg,Stability,=,Stability of the compound in human microsomes,A,1,CHEMBL4049383,Scientific Literature,microsome,NCC(=O)Nc1cncc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1
CHEMBL1472460,NCC(=O)Nc1cccc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1,-1.16,microL/min/mg,Stability,=,Stability of the compound in human microsomes,A,1,CHEMBL4049383,Scientific Literature,microsome,NCC(=O)Nc1cccc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1
CHEMBL4082092,N#CC1(c2ccc(Cl)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,-14.0,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4052653,Scientific Literature,microsome,N#CC1(c2ccc(Cl)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1
CHEMBL4100103,N#CC1(c2ccc([N+](=O)[O-])cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,6.0,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4052653,Scientific Literature,microsome,N#CC1(c2ccc([N+](=O)[O-])cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1
CHEMBL4071569,CC(C)(C)c1ccc(C2(C#N)CCN(c3ccc(-c4nc(CO)no4)nn3)CC2)cc1,0.0,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4052653,Scientific Literature,microsome,CC(C)(C)c1ccc(C2(C#N)CCN(c3ccc(-c4nc(CO)no4)nn3)CC2)cc1
CHEMBL4092350,N#CC1(c2ccc(OC(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,-12.0,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4052653,Scientific Literature,microsome,N#CC1(c2ccc(OC(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1
CHEMBL4097690,N#CC1(c2ccc(C(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,2.0,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4052653,Scientific Literature,microsome,N#CC1(c2ccc(C(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1
CHEMBL4070522,N#CC1(c2ccc(S(F)(F)(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,7.0,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4052653,Scientific Literature,microsome,N#CC1(c2ccc(S(F)(F)(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1
CHEMBL4104190,OCc1noc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)n1,20.0,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4052653,Scientific Literature,microsome,OCc1noc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)n1
CHEMBL4086275,OCc1nnc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)o1,14.0,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4052653,Scientific Literature,microsome,OCc1nnc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)o1
CHEMBL4066506,OCc1nsc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)n1,10.0,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4052653,Scientific Literature,microsome,OCc1nsc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)n1
CHEMBL4094042,OCc1nnc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)s1,-16.0,microL/min/mg,Stability,=,Stability in human liver microsomes,A,1,CHEMBL4052653,Scientific Literature,microsome,OCc1nnc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)s1
CHEMBL4217118,O=C(NCC(Cc1ccccc1)N1CCN(c2ccccn2)CC1)C1(c2ccc(Cl)cc2)CCCC1,312.0,microL/min/mg,Stability,=,Stability in human liver microsomes assessed as metabolic turnover number at 10 uM after 15 mins by LC-MS/UV analysis,A,1,CHEMBL4190175,Scientific Literature,microsome,O=C(NCC(Cc1ccccc1)N1CCN(c2ccccn2)CC1)C1(c2ccc(Cl)cc2)CCCC1
CHEMBL4203966,CN1CCC(CC(CNC(=O)C2(c3ccc(Cl)cc3)CCCC2)N2CCC(O)(C(F)(F)F)CC2)CC1,42.0,microL/min/mg,Stability,=,Stability in human liver microsomes assessed as metabolic turnover number at 10 uM after 15 mins by LC-MS/UV analysis,A,1,CHEMBL4190175,Scientific Literature,microsome,CN1CCC(CC(CNC(=O)C2(c3ccc(Cl)cc3)CCCC2)N2CCC(O)(C(F)(F)F)CC2)CC1
CHEMBL4216307,O=C(NCC(Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(C(F)(F)F)CC1,149.0,microL/min/mg,Stability,=,Stability in human liver microsomes assessed as metabolic turnover number at 10 uM after 15 mins by LC-MS/UV analysis,A,1,CHEMBL4190175,Scientific Literature,microsome,O=C(NCC(Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(C(F)(F)F)CC1
CHEMBL4204640,Cc1nc(C(=O)NCC(Cc2ccccc2)N2CCC(O)(C(F)(F)F)CC2)c(C(F)(F)F)o1,146.0,microL/min/mg,Stability,=,Stability in human liver microsomes assessed as metabolic turnover number at 10 uM after 15 mins by LC-MS/UV analysis,A,1,CHEMBL4190175,Scientific Literature,microsome,Cc1nc(C(=O)NCC(Cc2ccccc2)N2CCC(O)(C(F)(F)F)CC2)c(C(F)(F)F)o1
CHEMBL4212575,CC(C)(C(=O)NCC(Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C(F)(F)F,284.0,microL/min/mg,Stability,=,Stability in human liver microsomes assessed as metabolic turnover number at 10 uM after 15 mins by LC-MS/UV analysis,A,1,CHEMBL4190175,Scientific Literature,microsome,CC(C)(C(=O)NCC(Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C(F)(F)F
CHEMBL4207671,O=C(NCC(Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)c1cc(C(F)(F)F)ccn1,285.0,microL/min/mg,Stability,=,Stability in human liver microsomes assessed as metabolic turnover number at 10 uM after 15 mins by LC-MS/UV analysis,A,1,CHEMBL4190175,Scientific Literature,microsome,O=C(NCC(Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)c1cc(C(F)(F)F)ccn1
CHEMBL4216712,O=C(NCC(Cc1ccccc1)N1CCC(C(F)(F)F)CC1)C1(c2ccc(F)cc2)CCCC1,238.0,microL/min/mg,Stability,=,Stability in human liver microsomes assessed as metabolic turnover number at 10 uM after 15 mins by LC-MS/UV analysis,A,1,CHEMBL4190175,Scientific Literature,microsome,O=C(NCC(Cc1ccccc1)N1CCC(C(F)(F)F)CC1)C1(c2ccc(F)cc2)CCCC1
CHEMBL4216418,O=C(NCC(Cc1ccc(F)cc1)N1CCC(O)C1)C1(c2ccc(F)cc2)CCCC1,170.0,microL/min/mg,Stability,=,Stability in human liver microsomes assessed as metabolic turnover number at 10 uM after 15 mins by LC-MS/UV analysis,A,1,CHEMBL4190175,Scientific Literature,microsome,O=C(NCC(Cc1ccc(F)cc1)N1CCC(O)C1)C1(c2ccc(F)cc2)CCCC1
CHEMBL4209088,O=C1CCC2(CCN(C(CNC(=O)C3(c4ccc(F)cc4)CC3)Cc3ccc(F)cc3)CC2)N1,168.0,microL/min/mg,Stability,=,Stability in human liver microsomes assessed as metabolic turnover number at 10 uM after 15 mins by LC-MS/UV analysis,A,1,CHEMBL4190175,Scientific Literature,microsome,O=C1CCC2(CCN(C(CNC(=O)C3(c4ccc(F)cc4)CC3)Cc3ccc(F)cc3)CC2)N1
CHEMBL4208555,O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,246.0,microL/min/mg,Stability,=,Stability in human liver microsomes assessed as metabolic turnover number at 10 uM after 15 mins by LC-MS/UV analysis,A,1,CHEMBL4190175,Scientific Literature,microsome,O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1
CHEMBL4208555,O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,38.0,microL/min/mg,Stability,=,Stability in human hepatocytes,A,1,CHEMBL4190175,Scientific Literature,microsome,O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1
CHEMBL4218450,Cc1ccc2c(c1)CC(C)N2C(=O)c1ccc2c(n1)N(C1CC1)C(C)C(=O)N2C,74.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 30 mins by LC-MS/MS analysis,A,1,CHEMBL4196075,Scientific Literature,microsome,Cc1ccc2c(c1)CC(C)N2C(=O)c1ccc2c(n1)N(C1CC1)C(C)C(=O)N2C
CHEMBL4213524,Cc1ccc2c(c1)CCN2C(=O)c1ccc2c(n1)N(C1CC1)C(C)C(=O)N2C,50.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 30 mins by LC-MS/MS analysis,A,1,CHEMBL4196075,Scientific Literature,microsome,Cc1ccc2c(c1)CCN2C(=O)c1ccc2c(n1)N(C1CC1)C(C)C(=O)N2C
CHEMBL4213080,CC1C(=O)N(C)c2ccc(C(=O)N3CCc4ccccc43)cc2N1C1CCCC1,582.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 30 mins by LC-MS/MS analysis,A,1,CHEMBL4196075,Scientific Literature,microsome,CC1C(=O)N(C)c2ccc(C(=O)N3CCc4ccccc43)cc2N1C1CCCC1
CHEMBL4208164,CC1C(=O)N(C)c2ccc(C(=O)N3CCc4cc(F)ccc43)cc2N1C1CC1,162.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 30 mins by LC-MS/MS analysis,A,1,CHEMBL4196075,Scientific Literature,microsome,CC1C(=O)N(C)c2ccc(C(=O)N3CCc4cc(F)ccc43)cc2N1C1CC1
CHEMBL4217497,Cc1ccc2c(c1)CC(C)N2C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C,114.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 30 mins by LC-MS/MS analysis,A,1,CHEMBL4196075,Scientific Literature,microsome,Cc1ccc2c(c1)CC(C)N2C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C
CHEMBL4212538,Cc1ccc2c(c1)CCN2C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C,110.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 30 mins by LC-MS/MS analysis,A,1,CHEMBL4196075,Scientific Literature,microsome,Cc1ccc2c(c1)CCN2C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C
CHEMBL4212617,Cc1cccc2c1CCN2C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C,210.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 30 mins by LC-MS/MS analysis,A,1,CHEMBL4196075,Scientific Literature,microsome,Cc1cccc2c1CCN2C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C
CHEMBL4208894,CC1Cc2ccccc2N1C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C,218.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 30 mins by LC-MS/MS analysis,A,1,CHEMBL4196075,Scientific Literature,microsome,CC1Cc2ccccc2N1C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C
CHEMBL4211379,CC1C(=O)N(C)c2ccc(C(=O)N3CCc4ccccc43)cc2N1C1CC1,112.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 30 mins by LC-MS/MS analysis,A,1,CHEMBL4196075,Scientific Literature,microsome,CC1C(=O)N(C)c2ccc(C(=O)N3CCc4ccccc43)cc2N1C1CC1
CHEMBL4207666,CC1CCC(N(C)C(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)CC1,1275.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 30 mins by LC-MS/MS analysis,A,1,CHEMBL4196075,Scientific Literature,microsome,CC1CCC(N(C)C(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)CC1
CHEMBL4204578,CCN(C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C)C1CCCCC1,1321.0,microL/min/mg,Stability,=,Metabolic stability in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition measured up to 30 mins by LC-MS/MS analysis,A,1,CHEMBL4196075,Scientific Literature,microsome,CCN(C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C)C1CCCCC1
