ik14,canon_smiles,cmax_mg_L,dose_mg,n_records,n_sources,cmax_per_dose,log_cmax_per_dose
JVLBPIPGETUEET,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.0499016,450.0,1,1,0.00011089244444444444,-3.955098043101231
JYIKNQVWKBUSNH,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,8.54999913285,30.0,2,1,0.28499997109499997,-0.5451551840380956
KBTNVJNLEFHBSO,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,0.25907511549999995,10.0,3,2,0.025907511549999995,-1.5865742995577534
KCFYEAOKVJSACF,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,0.41500210919999997,4.0,1,1,0.10375052729999999,-0.9840096873590181
KDNSSKPZBDNJDF,Nc1ncc2ncn(CC3(OCP(=O)(O)O)CC3)c2n1,0.37949994365000006,60.0,10,1,0.0063249990608333344,-2.1989395346382996
KHDVLIXZARJRJG,CCC(C)N1N=CN(c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)C1O,3.3000025716,200.0,3,1,0.016500012858,-1.7825157173523802
KJFBVJALEQWJBS,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,10.6999984696,400.0,4,1,0.026749996174,-1.5726762757590447
KLRSDBSKUSSCGU,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O,0.03780181194999999,120.0,8,1,0.00031501509958333326,-3.5016686287229257
KPHWPUGNDIVLNH,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],2.1485044062,50.0,1,1,0.042970088123999994,-1.3668337556545265
KPYUQCJBZGQHPL,CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1.Cl,0.015001192699999999,25.0,1,1,0.0006000477079999999,-3.2218142187872645
KQIRJHRSAQSCKU,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)Nc2ccccc2C(=O)O)c(Cl)c1,0.27799864729999996,100.0,1,1,0.0027799864729999998,-2.5559573172890278
KRWPPVCZNGQQHZ,CC(=O)O.CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1.O,21.1218335592,10.0,1,1,2.11218335592,0.32473161604353185
KUJZTIJOBQNKDR,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@@H]1C,1.5250000989999997,305.0,4,2,0.005000000324590163,-2.3010299674704386
KWTWDQCKEHXFFR,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,0.0641886,80.0,3,1,0.0008023575,-3.0956320834825406
LALFOYNTGMUKGG,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],0.006006899999999999,20.0,1,1,0.00030034499999999993,-3.5223795935833957
LBFBRXGCXUHRJY,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],0.5187471309999999,10.0,1,1,0.05187471309999999,-1.285044292196601
LBWFXVZLPYTWQI,CCN(CC)CCNC(=O)c1c(C)[nH]c(/[14CH]=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,0.09041547839999997,50.0,1,1,0.0018083095679999994,-2.7427272197867167
LIZNIAKSBJKPQC,CCNCCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,0.006200998199999998,50.0,1,1,0.00012401996399999998,-3.906508399054248
LJVAJPDWBABPEJ,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,1.3499994904000001,206.0,2,2,0.00655339558446602,-2.1835336158123027
LMEKQMALGUDUQG,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,0.0474547605,100.0,6,3,0.000474547605,-3.3237202141075546
LNOVHERIIMJMDG,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O,0.16700070990000002,2.0,1,1,0.08350035495000001,-1.0783116783786888
LQFRYKBDZNPJSW,CS(=O)(=O)CCC#N,41.41586999999999,1000.0,1,1,0.041415869999999994,-1.3828332112281334
LRVVTOGAGAXSRZ,Cc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)cc1,1.25499933465,30.0,6,1,0.041833311155,-1.3784777591479522
LTEJRLHKIYCEOX,Cc1cc2c(F)c(Oc3n[14cH]nn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,9.442584910799999,800.0,1,1,0.011803231138499999,-1.9279990881573434
LTXREWYXXSTFRX,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,0.0047255,5.0,1,1,0.0009450999999999999,-3.0245222368341254
LXNHXLLTXMVWPM,Cc1ncc(CO)c(CO)c1O,0.007613100000000001,4.0,2,1,0.0019032750000000003,-2.7204984569289814
MCIACXAZCBVDEE,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,0.4901993177999999,25.0,1,1,0.019607972712,-1.7075673061539829
MCPUZZJBAHRIPO,CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1,1.4890002058,750.0,2,1,0.0019853336077333334,-2.702166505614139
METQSPRSQINEEU,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,0.081300695,3.0,5,1,0.02710023166666667,-1.5670269965379584
MICNQLKUSOVNNG,Nc1nc2c(ncn2COCC(=O)O)c(=O)[nH]1,0.53458965,1750.0,4,1,0.0003054798,-3.5150175024053194
MIQPIUSUKVNLNT,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,5.464799999999999,100.0,1,1,0.054647999999999995,-1.2624257276732511
MKKYBZZTJQGVCD,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,20.0000002254,3.0,1,1,6.6666667418,0.8239087458388176
MKUXAQIIEYXACX,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,6.53109,1750.0,4,1,0.0037320514285714285,-2.4280523802012905
MKXZASYAUGDDCJ,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,0.005428,60.0,1,1,9.046666666666667e-05,-4.0435114113959445
MNDBXUUTURYVHR,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.007156977499999999,0.5,2,1,0.014313954999999998,-1.8442403524484987
MOMPUOVKLQCIDO,CC(C)NC(=O)Cn1c(-c2cccc(Cl)c2)nc2ccc(OCCCN3CCCCC3)cc2c1=O,0.07899953759999999,25.0,1,1,0.0031599815039999994,-2.5003154593861043
MPNGLQDRSJNLPL,O=C(CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12)Nc1ccc(C(=O)O)cc1Cl,2.1650016633,550.0,6,1,0.0039363666605454544,-2.404904455150479
MQDSUKRVUXNMFO,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@]2(C)C[C@@H](C)C(=O)[C@H](C)[C@@H](OC/C(=N\OCc3ccc(-n4cccn4)nc3)CO2)[C@]1(C)O,0.0361021948,200.0,7,1,0.000180510974,-3.743496390418873
MXXWOMGUGJBKIW,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,0.4000010255999999,44.0,1,1,0.009090932399999998,-2.0413915716286013
MYPYJXKWCTUITO,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,15.0000024708,1000.0,1,1,0.0150000024708,-1.8239086694073376
NAVMQTYZDKMPEU,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,1.1813811,300.0,1,1,0.003937937,-2.4047312360829234
NCDNCNXCDXHOMX,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,0.9735014736000001,100.0,14,5,0.009735014736,-2.011663386747068
NENPYTRHICXVCS,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,0.49599919540000004,150.0,2,1,0.0033066613026666667,-2.480610287068757
NJDRXTDGYFKORP,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,5.7999985362,400.0,1,1,0.0144999963405,-1.8386321073719807
NLVAXLHFIPVIGH,COc1cc2c(cc1OC)[C@H](CCc1ccc(C(F)(F)F)cc1)NC[C@H]2O,0.021498954299999998,200.0,1,1,0.00010749477149999999,-3.9686126591336865
NLYNIRQVMRLPIQ,CCO[C@@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,0.060701263000000005,150.0,1,1,0.0004046750866666667,-3.3928935316011124
NLYNIRQVMRLPIQ,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,0.0498012781,150.0,1,1,0.00033200852066666664,-3.4788507704193656
NQHXCOAXSHGTIA,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,365.9751671159999,200.0,3,1,1.8298758355799996,0.26242162210644543
NWUAUSABGZEYEW,O=C(c1cccc(F)c1-c1ncccn1)N1[C@@H]2CC[C@H]1[C@H](Nc1cnc(C(F)(F)F)cn1)C2,0.5369977722,50.0,1,1,0.010739955444,-1.968997520355744
NZCRJKRKKOLAOJ,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.0014299268549999998,200.0,2,1,7.149634274999999e-06,-5.1457161730816745
OEBIHOVSAMBXIB,C[C@@H]1CCc2ncc(F)cc2[C@H]2CCCN2c2ccn3ncc(c3n2)C(=O)N1,0.544,80.0,6,1,0.0068000000000000005,-2.167491087293764
OFVLGDICTFRJMM,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,1.7000007776,250.0,1,1,0.0068000031104,-2.1674908886424036
OGBDDOBYHJYBFF,CCN1CC(n2nccc2-c2cc(Cl)ccc2Oc2ccc(S(=O)(=O)Nc3cscn3)cc2C#N)C1,0.0006698322799999999,0.1,1,1,0.006698322799999999,-2.174033927133456
OGJPXUAPXNRGGI,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1.5000006545999998,400.0,1,1,0.0037500016364999996,-2.4259685427462108
OIZSVTOIBNSVOS,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,1.3099989736,1200.0,1,1,0.0010916658113333333,-2.9619102906666934
ONUMZHGUFYIKPM,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,32.5999990449,8.75,2,1,3.7257141765600004,0.571209534321863
OURCOVUGQRXRTE,Cc1nccnc1-c1ccc(CC(=O)N[C@H](C)c2ccc(OCC(F)(F)F)cn2)cc1,0.7833825999999999,20.0,1,1,0.039169129999999996,-1.4070560746200014
OZVBMTJYIDMWIL,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0.000628,4.0,1,1,0.000157,-3.8041003475907664
PBAPPPCECJKMCM,Nc1nc(CC(=O)N[14c]2[14cH][14cH][14c](CCNC[C@H](O)c3ccccc3)[14cH][14cH]2)cs1,0.8529547999,160.0,2,1,0.005330967499375,-2.273193965174365
PBAPPPCECJKMCM,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,0.37099997279999997,160.0,1,1,0.00231874983,-2.634746104881338
PFWVGKROPKKEDW,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,0.2485022925,50.0,2,1,0.00497004585,-2.3036396047656322
PGZUMBJQJWIWGJ,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=P(O)(O)O,0.08801643599999998,150.0,4,1,0.0005867762399999998,-3.2315274801147207
PIDFDZJZLOTZTM,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,0.0057000787499999995,200.0,1,1,2.8500393749999997e-05,-4.545149139911806
PIEUQSKUWLMALL,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,8.399995871399998,1.4,9,1,5.999997050999999,0.7781510369278533
PJMPHNIQZUBGLI,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.00100944,2.75,2,1,0.0003670690909090909,-3.4352521837683545
PJNKVKHAJNEENW,C[C@@H](O)[C@@H](C(=O)O)[C@@H]1NC(C(=O)O)C(S[C@@H]2CN[C@H](CNS(N)(=O)=O)C2)[C@@H]1C,2.8699991542,500.0,3,1,0.0057399983084,-2.241088235590294
PMATZTZNYRCHOR,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.9300058053,10.0,13,2,0.09300058053,-1.031514340476294
PPHTXRNHTVLQED,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)c(Cl)c1,0.4370011164,100.0,1,1,0.004370011164,-2.3595174535427583
PPHTXRNHTVLQED,Cc1ccc(F)cc1[14C](=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)c(Cl)c1,1.1166697997,100.0,2,1,0.011166697997,-1.9520752291838506
PQLXHQMOHUQAKB,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,69.9999982836,2.5,1,1,27.999999313439996,1.4471580206933183
PRGQOPPDPVELEG,NC(=O)N1c2ccccc2[C@@H](O)[C@H](O)c2ccccc21,0.054058,300.0,1,1,0.00018019333333333333,-3.7442612807826188
PTSDSAPWOJZBNX,Nc1nc2c(nc(O)n2COCCO)c(=O)[nH]1,0.07356905,1750.0,4,1,4.203945714285714e-05,-4.3763429006690995
PXHANKVTFWSDSG,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1.O=S(=O)(O)O,0.9683913796,100.0,1,1,0.009683913796,-2.013949085203885
PYGWGZALEOIKDF,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,0.7660015775,200.0,3,2,0.0038300078875,-2.416800331646469
QBDVVYNLLXGUGN,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(N)=O)C(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,0.05499915700000001,15.0,1,1,0.003666610466666667,-2.435735226162419
QBKSWRVVCFFDOT,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,0.6585711999999999,20.0,3,1,0.032928559999999996,-1.4824272610198896
QCBNLFTZZMJSJE,COc1cc2c(cc1OC)[C@H](CC(O)c1ccc(C(F)(F)F)cc1)N([C@@H](C(N)=O)c1ccccc1)CC2,0.021497481199999998,200.0,1,1,0.00010748740599999999,-3.968642417842477
QECZSUGQZHURLI,CC(C)n1nc(-c2cnc(N)nc2-c2ccccc2)ccc1=O,0.0014999167999999998,10.0,1,1,0.00014999167999999997,-3.823932830479671
QELOMWCWBPJMAS,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1.Cl.[Cl-],0.8031305238,180.5,3,1,0.0044494765861495846,-2.3516910742138095
QELUYTUMUWHWMC,CC1=NN(c2ccccc2)C(=O)C1,1.0452,0.5,1,1,2.0904,0.3202293967192692
QFMUIHJMDMGJAY,CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CCC2,1.3400006004,1.0,2,2,1.3400006004,0.12710499295461997
QGJUIPDUBHWZPV,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,0.2789984526,50.0,1,1,0.005579969052,-2.2533682097690337
QGJUIPDUBHWZPV,N#C[C@@H]1C[C@@H]2C[C@@H]2N1[14C](=O)[14C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,0.7888285679999998,50.0,1,1,0.015776571359999995,-1.801987373827695
QGPKADBNRMWEQR,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,1.5999983811,200.0,1,1,0.0079999919055,-2.0969104524328643
QHMBSVQNZZTUGM,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,0.008270561000000001,172.75,2,1,4.78758958031838e-05,-4.319883086887762
QPYMJNYAASVNAP,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)O)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,0.02219981,60.0,1,1,0.0003699968333333333,-3.431801992883666
QRXWMOHMRWLFEY,NNC(=O)c1ccncc1,4.930000603799999,300.0,7,2,0.016433335345999996,-1.7842742822523732
QUIJNHUBAXPXFS,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,1.2080004608,100.0,5,2,0.012080004608,-1.9179329000502685
QWAXKHKRTORLEM,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,3.1075006689,740.0,2,2,0.004199325228243243,-2.376820488933932
QWEWGXUTRTXFRF,O=C([C@@H]1C[C@H](N2CCN([14c]3ncccn3)CC2)CN1)N1CCC(F)(F)C1,0.27548962979999997,20.0,1,1,0.013774481489999999,-1.860924740227181
QWEWGXUTRTXFRF,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,0.2412985626,20.0,1,1,0.01206492813,-1.9184752608117541
QWLNINWUBHHOLU,Cn1c(=O)c(C(=O)NCCO)c(O)c2ncc(Cc3ccc(F)cc3)cc21,1.2999992535,200.0,16,1,0.0064999962675,-2.1870868927424705
QZZUEBNBZAPZLX,CCc1cc2c(cc1[14CH2]C)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,0.00140714583,0.8,1,1,0.0017589322874999999,-2.7547508789797948
RADKZDMFGJYCBB,Cc1ncc(CO)c(C=O)c1O,0.024906839999999996,3.36,2,1,0.007412749999999999,-2.1300206465059817
RITAVMQDGBJQJZ,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,0.027799506400000003,5.0,1,1,0.0055599012800000005,-2.254932919556769
RLAHNGKRJJEIJL,Nc1nc(N)c2ncn([C@H]3CO[C@@H](CO)O3)c2n1,0.58149987005,500.0,4,1,0.0011629997401,-2.9344203823249897
RMMXLENWKUUMAY,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.49379777759999993,80.0,7,1,0.006172472219999999,-2.2095408559894456
RRGQTZFOQQMAOA,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)Nc2ccccc2Cn2cccc2C(=O)O)c(Cl)c1,0.28999907599999997,100.0,1,1,0.00289999076,-2.5376033858553217
RRJFVPUCXDGFJB,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,0.2048822349,60.0,3,2,0.0034147039149999996,-2.4666469475187225
RXQVHTULATYGAZ,CNC(=O)[C@@H](c1ccccc1)N1CCc2cc(OC)c(O)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1,0.06140141799999999,200.0,1,1,0.00030700708999999995,-3.5128515948409844
RXZBMPWDPOLZGW,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,7.899996497399999,150.0,1,1,0.052666643315999996,-1.2784643603171626
RYMCFYKJDVMSIR,Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1,7.269999667199999,600.0,2,1,0.012116666111999998,-1.9166168594053772
RYMZZMVNJRMUDD,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,0.019438390799999997,40.0,9,2,0.0004859597699999999,-3.3133996821578298
SEBFKMXJBCUCAI,COc1cc([C@@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@H]2CO)ccc1O,0.007998855199999998,140.0,3,1,5.7134679999999985e-05,-4.2431002006737355
SEBFKMXJBCUCAI,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,0.039999100399999994,140.0,3,1,0.00028570785999999993,-3.5440778117430085
SETFNHZTVGTBHC,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cc1ccc(S(=O)(=O)O)cc1,0.7070549209,300.0,1,1,0.002356849736333333,-2.6276681055374245
SNPPWIUOZRMYNY,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,0.25100026875000003,150.0,12,1,0.0016733351250000001,-2.7764170725683504
SUIQUYDRLGGZOL,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,14.3490619548,750.0,25,3,0.0191320826064,-1.7182377526471233
SUJUHGSWHZTSEU,CCC[C@@]1(CCc2ccccc2)CC(O)=C([14C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,29.900931499999995,500.0,1,1,0.05980186299999999,-1.223285286278865
SUJUHGSWHZTSEU,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,59.900365199999996,500.0,1,1,0.11980073039999999,-0.9215405341360012
SULYVXZZUMRQAX,O=C1C=CN(c2c(F)cc(N3C[C@H](CNc4ccon4)OC3=O)c(F)c2F)CC1,20.4750006136,700.0,8,1,0.029250000876571428,-1.5338741165667535
SXYIRMFQILZOAM,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,0.07650015629999998,120.0,2,1,0.0006375013024999998,-3.195518923571678
