ik14,canon_smiles,cmax_mg_L,dose_mg,n_records,n_sources,cmax_per_dose,log_cmax_per_dose
SZMJVTADHFNAIS,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1,0.12181104000000001,32.5,1,1,0.003748032,-2.4261967098429325
TXEIIPDJKFWEEC,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,6.1624,80.0,1,1,0.07703,-1.1133401021387972
TYZROVQLWOKYKF,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,14.0999986725,600.0,9,5,0.0234999977875,-1.628932178616629
UCQSBGOFELXYIN,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2ccccc2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,0.144498936,105.0,2,1,0.0013761803428571427,-2.8613246498391707
UCRHFBCYFMIWHC,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,0.567999288,320.0,1,1,0.0017749977749999999,-2.7508021870065367
UCSJYZPVAKXKNQ,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,25.007939999999998,20.0,1,1,1.250397,0.09704792303655542
UGWJRRXTMKRYNK,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],2.9047177617999997,25.0,9,1,0.116188710472,-0.9348360683132103
UNJFKXSSGBWRBZ,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,15.0000016272,400.0,1,1,0.037500004068,-1.4259686851600184
UNQXIRZDOXDTMH,CCS(=O)(=O)NCc1cncc(-c2c(C#N)c3ccc(Cl)cc3n2C)c1,0.17300104560000001,80.0,4,1,0.00216251307,-2.6650412590253563
UORZAQJPDFQMKM,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(N)=O)C(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1C[C@@H]1OC1(C)C,0.0337982288,15.0,1,1,0.0022532152533333337,-2.647197317433103
UORZAQJPDFQMKM,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(N)=O)C(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1C[C@H]1OC1(C)C,0.0434020008,15.0,1,1,0.00289346672,-2.5385815084286447
USSIQXCVUWKGNF,CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,0.28899999675,100.0,2,1,0.0028899999674999997,-2.539102162127387
USSIQXCVUWKGNF,CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,0.32649914775,100.0,2,1,0.0032649914775,-2.486117948012047
UWRJTEUTWJCBSE,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(N)=O)C(C)(C)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,0.0017000438599999999,15.0,1,1,0.00011333625733333333,-3.9456311330243135
UXOWGYHJODZGMF,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,0.1369989733,225.0,4,1,0.0006088843257777778,-3.2154652056397395
VEHBLYQIKWPOQM,Cc1ccc([C@H](C)C(=O)O)cc2c(C)ccc1-2,0.8999990815,500.0,1,1,0.001799998163,-2.7447279381185665
VFLDPWHFBUODDF,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,0.6520502999999999,800.0,1,1,0.0008150628749999998,-3.088808887932045
VJVDLRVFJTVWEO,CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(CN3CCCc4cccc(OC)c43)s2)cc1,3.7800008408999997,540.0,3,1,0.007000001557222222,-2.1549018633724657
VKHAHZOOUSRJNA,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,2.500001352,800.0,1,1,0.00312500169,-2.5051497434535137
VKJGBAJNNALVAV,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],0.00148728,15.0,5,1,9.915199999999999e-05,-4.003698521194396
VNRMGWLEPYHHBK,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1.Cl,1.9270518265999996,10.0,1,1,0.19270518265999997,-0.7151066051661739
VOAZJEPQLGBXGO,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,13.9999980124,200.0,3,1,0.069999990062,-1.1549020216431556
VRTWBAAJJOHBQU,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,0.073077444,30.0,5,1,0.0024359148000000002,-2.613337905914758
WCWUXEGQKLTGDX,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,4.7999988708,600.0,2,2,0.007999998118,-2.096910115175845
WCWUXEGQKLTGDX,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@H](C)O)c(C)c34)ccc2[nH]1,0.0500013,400.0,1,1,0.00012500325,-3.903078695482203
WDEFBBTXULIOBB,CCOC(=O)[C@@]1(c2ccccc2)CCC=C[C@@H]1N(C)C,0.46747979999999995,50.0,2,1,0.009349595999999998,-2.0292071547704102
WDENQIQQYWYTPO,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,0.8270009352,175.0,5,1,0.004725719629714286,-2.325532048018911
WDQPAMHFFCXSNU,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,0.00211188201,300.0,1,1,7.0396067000000005e-06,-5.152451604038446
WDZCUPBHRAEYDL,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,21.2000038288,900.0,3,2,0.023555559809777776,-1.6279065700753583
WHTVZRBIWZFKQO,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.23199936759999998,450.0,9,2,0.0005155541502222221,-3.2877257127129127
WIGIZIANZCJQQY,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,0.3084983314,37.5,10,1,0.008226622170666666,-2.0847784483559697
WINHZLLDWRZWRT,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,0.0243989304,50.0,1,1,0.00048797860800000003,-3.3115992161759586
WLGSYOKBEDVHQB,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@]2(C)C[C@@H](C)/C(=N\C(C)=O)[C@H](C)[C@@H](OC/C(=N\OCc3ccc(-n4cccn4)nc3)CO2)[C@]1(C)O,0.5420037491999999,400.0,15,3,0.001355009373,-2.868057700635996
WQVFGNHFXQRKSQ,C[C@@H]1[C@H](O)C[C@H]2[C@@H](C)[C@H](N3CCS(=O)(=O)CC3)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,0.038198904799999996,80.0,5,1,0.00047748630999999996,-3.3210390755497383
WVLHHLRVNDMIAR,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,0.41149872079999994,200.0,10,2,0.002057493604,-2.6866615061773325
WVLOADHCBXTIJK,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,0.011413599999999998,4.0,1,1,0.0028533999999999994,-2.5446373430937137
WVPSKSLAZQPAKQ,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,2.5000003111999995,300.0,1,1,0.008333334370666665,-2.079181191986651
WWJFFVUVFNBJTN,C[C@@H]([C@H](N)C(=O)N[C@H](C(=O)O)[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O)[C@H](O)c1ccc(O)cn1,4.995000560249999,1250.0,6,1,0.003996000448199999,-2.39837447173465
XCGYUJZMCCFSRP,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,1.0000008857999998,15.0,1,1,0.06666672571999999,-1.1760908743577996
XEDONBRPTABQFB,O=Cc1c(O)cccc1OCc1ccc(C(=O)O)cc1,371.90716,37.0,2,1,10.051544864864864,1.0022328154604572
XEESEADVQCJXSF,CNC(=O)[C@H]1CC[C@H](NC(=O)C(=O)Nc2ccc(Cl)cn2)[C@H](NC(=O)c2nc3c(s2)CN(C)CC3)C1,0.0006301671999999999,60.0,1,1,1.0502786666666665e-05,-4.978695455845441
XGGTZCKQRWXCHW,CC(=O)N1CCN([C@H]2CCN(C(=O)N(C)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,0.6520016555999999,125.0,4,1,0.005216013244799999,-2.2826613144892782
XIURVHNZVLADCM,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,30.0000018555,1000.0,2,1,0.0300000018555,-1.5228787184192247
XMZSTQYSBYEENY,COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,0.35899975019999997,160.0,4,1,0.0022437484387499997,-2.649025836269247
XNCDYJFPRPDERF,CCN(CC)[14C](=O)C1(c2ccccc2)CC1CN.Cl,0.7850047143999999,100.0,1,1,0.007850047143999998,-2.105127735061426
XNRVGTHNYCNCFF,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,0.5358268408,250.0,1,1,0.0021433073632,-2.668915544044553
XQTWDDCIUJNLTR,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,3.1909739999999998,600.0,1,1,0.00531829,-2.2742279847995133
XRQDFNLINLXZLB,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,9.999999113400001,300.0,1,1,0.03333333037800001,-1.4771212932242128
XTYSXGHMTNTKFH,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,7.0202215202,800.0,2,1,0.00877527690025,-2.056739170662335
XUBOMFCQGDBHNK,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,3.6000015349999996,400.0,4,4,0.0090000038375,-2.045757305382373
XVDQGGLGAFFNJF,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(N)=O)C(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1C/C=C(\C)CO,0.0107007166,15.0,1,1,0.0007133811066666666,-3.1466783967905796
XWLXKKNPFMNSFA,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0.05499942525,80.0,8,1,0.000687492815625,-3.162731835898749
XYFFWTYOFPSZRM,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(N)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,1.63689,220.0,1,1,0.00744040909090909,-2.128403185282067
YBQGLTGAHBCMME,NC(=O)C1(N)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,0.04200082659999999,25.0,1,1,0.0016800330639999998,-2.7746821710292284
YDSAXZXFUOAJSV,COc1cc2c(cc1OC)[C@H](CCc1ccc(C(F)(F)F)cc1)NCC2,0.07419974730000001,200.0,2,1,0.0003709987365,-3.430627569446982
YFAGHNZHGGCZAX,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,29.99999905,1000.0,1,1,0.02999999905,-1.5228787590329964
YJEJKUQEXFSVCJ,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,10.4750019834,75.0,8,1,0.139666693112,-0.854907149521425
YLMAHDNUQAMNNX,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,2.6283053763999997,400.0,1,1,0.006570763440999999,-2.1823841678905476
YMARZQAQMVYCKC,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,6.1000005088,700.0,1,1,0.008714286441142857,-2.0597681687790597
YPFZMBHKIVDSNR,CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCOC)nc2c(=O)[nH]1,0.20480177189999998,1.43,1,1,0.14321802230769232,-0.8440023277244347
YVEWNHIWUSICNI,CC(C)c1nc(N(C)c2ncnn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],0.004787532519999999,10.0,1,1,0.0004787532519999999,-3.319888263005862
YWTJAGLMNTUIMB,Cc1ccc(NC(=O)C[C@H](CCC(=O)O)c2noc([C@H]3C[C@@H](CC(C)(C)C)C3)c2C2CC2)c(Cl)c1,13.145000230199999,300.0,8,1,0.043816667434,-1.3583606566717588
YXPVEXCTPGULBZ,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21.O,0.008858999999999999,1.0,1,1,0.008858999999999999,-2.052615298315259
ZADWXFSZEAPBJS,Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21,3.8959409999999997,1800.0,2,1,0.0021644116666666665,-2.6646601337880145
ZAGGUCLXSCVDCK,O=S(=O)(Nc1nncs1)c1cc(Cl)c(Oc2ccc(C(F)(F)F)cc2-c2ccnnc2)cc1F,0.004799865599999999,0.1,1,1,0.04799865599999999,-1.3187709230401528
ZBSWJVQMWMTXIV,COc1cnc(OC)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O.NCCCC[C@H](N)C(=O)O,7.693249665999998,150.0,6,1,0.051288331106666654,-1.2899814324015417
ZDPYSJCPGHHDID,CCCCOC(=O)N1CCN(C(=O)[C@H](CP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C)NC(=O)c2cc(N3CC[C@H](OC)C3)nc(-c3ccccc3)n2)CC1,0.007870455,535.0,2,1,1.4711130841121495e-05,-4.832353941875976
ZEKZLJVOYLTDKK,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,2.799999501,400.0,1,1,0.006999998752499999,-2.154902037383231
ZEUXAIYYDDCIRX,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.23640003649999997,50.0,8,1,0.004728000729999999,-2.3253224650720323
ZKAHFFVNALZECX,Cc1c(-c2ccc(NC(=O)c3c(F)cccc3F)cc2)cccc1-c1nn(C)c(=O)o1,0.595798497,80.0,4,1,0.0074474812125,-2.1279905836910147
ZLHZLMOSPGACSZ,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,0.30000006299999993,1500.0,1,1,0.00020000004199999995,-3.6989699131341873
ZPFMUYZJSFRGQQ,C[C@H]1[C@H](N2C=CS(=O)(=O)CC2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.08529938009999999,80.0,5,1,0.0010662422512499998,-2.9721441119806644
ZRCVYEYHRGVLOC,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,1.0000002468,320.0,1,1,0.00312500077125,-2.505149871136041
ZRVUJXDFFKFLMG,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1.250000511,15.0,1,1,0.08333336740000001,-1.079181068508077
ZSKVGTPCRGIANV,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,6.599999949500001,500.0,1,1,0.013199999899000002,-1.879426072117161
ZYSCOUXLBXGGIM,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,0.010997912799999999,0.1,1,1,0.10997912799999998,-0.9586897280646649
